RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30
394404,10,"Boston, MA",msa,MA,502933.0,514933.0,524633.0,525667.0,517000.0,503967.0,496267.0,496567.0,499600.0,499300.0,497667.0,498000.0,506666.0,524666.0,541300.0,549300.0,545967.0,536000.0,531300.0,529967.0,534967.0,533333.0,531333.0,536300.0,546300.0,556600.0,566300.0,574633.0,583000.0,583300.0,586633.0,591300.0,596333.0,596333.0,593333.0,598000.0,603000.0,614633.0,621633.0,628267.0,619933.0,609600.0,606267.0,612933.0,613266.0,613966.0,623966.0,648633.0,669300.0,682333.0,690967.0,695967.0,697967.0,689667.0,689667.0,691000.0,699000.0,699000.0,699333.0,712817.0,729783.0,749450.0,765967.0,775967.0,781300.0,768267.0,761600.0,752933.0,749600.0,745967.0,742933.0,747967.0,756633.0,773300.0
394976,11,"Phoenix, AZ",msa,AZ,320833.0,324167.0,326333.0,326333.0,324667.0,321600.0,319900.0,319867.0,318600.0,319600.0,320967.0,323967.0,325167.0,327167.0,330467.0,333300.0,334800.0,334167.0,335467.0,336967.0,340933.0,343967.0,347596.0,350963.0,351629.0,351333.0,349633.0,352267.0,355933.0,360967.0,363333.0,365000.0,366333.0,369633.0,374300.0,379600.0,385967.0,392967.0,404000.0,414333.0,424333.0,431417.0,438383.0,445050.0,451567.0,456233.0,462867.0,468267.0,476633.0,486666.0,500000.0,510000.0,509975.0,501642.0,489975.0,481666.0,473333.0,466633.0,463300.0,466600.0,473267.0,482433.0,490767.0,497467.0,502967.0,504483.0,507817.0,509813.0,509997.0,506630.0,504276.0,506942.0,511975.0,516000.0
395057,12,"San Francisco, CA",msa,CA,864333.0,907667.0,929000.0,936000.0,921333.0,894667.0,887667.0,887667.0,889667.0,872815.0,857481.0,862448.0,884633.0,911596.0,931259.0,934592.0,922963.0,899667.0,901333.0,911333.0,918000.0,906981.0,896981.0,913648.0,936333.0,954600.0,969933.0,981267.0,997333.0,998333.0,998167.0,998167.0,997167.0,981000.0,973333.0,971333.0,986333.0,994333.0,997667.0,998667.0,995333.0,987333.0,982667.0,982000.0,973333.0,945000.0,925333.0,939000.0,990000.0,1045667.0,1080667.0,1095000.0,1075000.0,1043000.0,1027667.0,1016000.0,1014667.0,981333.0,964333.0,964333.0,989667.0,1036333.0,1070667.0,1085167.0,1055167.0,1020833.0,1013000.0,1018833.0,1018833.0,980500.0,951667.0,951667.0,974667.0,997833.0
395025,13,"Riverside, CA",msa,CA,377967.0,382667.0,386300.0,389783.0,390116.0,389816.0,389333.0,387667.0,387277.0,385943.0,385943.0,386633.0,389967.0,394300.0,397333.0,398967.0,399600.0,399600.0,397967.0,397167.0,395833.0,395833.0,395930.0,397563.0,400646.0,401383.0,404750.0,409966.0,419933.0,429600.0,436300.0,442667.0,446333.0,449667.0,451667.0,456667.0,463333.0,474965.0,486298.0,496265.0,502967.0,506633.0,513333.0,519667.0,528000.0,531333.0,533333.0,536667.0,546667.0,561333.0,574667.0,581333.0,580833.0,575833.0,570833.0,564667.0,558000.0,553000.0,550000.0,549997.0,549993.0,551660.0,557663.0,564000.0,567333.0,564635.0,564968.0,568302.0,573333.0,573333.0,574667.0,578000.0,584630.0,590416.0
394532,14,"Detroit, MI",msa,MI,183233.0,195267.0,208800.0,218833.0,222167.0,220333.0,215333.0,208333.0,203000.0,196300.0,192933.0,189900.0,193267.0,203300.0,216633.0,226633.0,229933.0,228267.0,224767.0,218133.0,209833.0,202000.0,195000.0,191667.0,194667.0,204167.0,217131.0,228465.0,235931.0,237933.0,234717.0,229750.0,224750.0,218267.0,213267.0,214633.0,221000.0,229333.0,236333.0,243000.0,245000.0,241667.0,233667.0,226667.0,218000.0,209333.0,199300.0,194633.0,198300.0,211633.0,229633.0,244300.0,251000.0,251000.0,246300.0,239633.0,229966.0,219666.0,211300.0,204633.0,206600.0,214933.0,227933.0,236783.0,241817.0,243817.0,243000.0,238000.0,231296.0,223296.0,216596.0,211633.0,213300.0,221633.0
395078,15,"Seattle, WA",msa,WA,478317.0,498315.0,511648.0,519998.0,523000.0,514667.0,511333.0,510000.0,510000.0,504983.0,499983.0,509983.0,526333.0,547983.0,557967.0,558300.0,553300.0,546317.0,546300.0,546300.0,548300.0,543229.0,536562.0,540896.0,552633.0,564317.0,571650.0,580000.0,590000.0,593333.0,593333.0,588333.0,581633.0,569633.0,562967.0,568000.0,581333.0,603000.0,617983.0,633317.0,634650.0,631333.0,628000.0,626667.0,620000.0,604667.0,604667.0,629667.0,671667.0,713333.0,738333.0,750000.0,746642.0,736625.0,724958.0,711317.0,697967.0,679617.0,663283.0,663067.0,676417.0,704967.0,728533.0,744867.0,749317.0,742650.0,739317.0,731317.0,719667.0,698333.0,681667.0,683317.0,701317.0,723650.0
394865,16,"Minneapolis, MN",msa,MN,314933.0,319900.0,318267.0,316600.0,313192.0,308192.0,303225.0,299996.0,299963.0,303263.0,309900.0,318267.0,324933.0,327633.0,327633.0,324333.0,321633.0,318300.0,316600.0,313267.0,313266.0,314633.0,318000.0,322967.0,326600.0,329900.0,329933.0,331267.0,331267.0,330933.0,327967.0,324333.0,319633.0,316267.0,314933.0,318300.0,322467.0,325800.0,326726.0,329259.0,330926.0,330000.0,326667.0,323333.0,319167.0,310800.0,307433.0,311600.0,326633.0,340000.0,351667.0,358817.0,363817.0,363783.0,359967.0,354933.0,349933.0,344900.0,341267.0,342933.0,349600.0,359900.0,371600.0,383267.0,392967.0,394600.0,389633.0,379967.0,371633.0,363300.0,356633.0,355000.0,361667.0,373101.0
395056,17,"San Diego, CA",msa,CA,653147.0,664730.0,671067.0,674583.0,672667.0,666000.0,657667.0,651333.0,649333.0,649000.0,649000.0,649300.0,652633.0,662633.0,674300.0,680967.0,680300.0,677000.0,677300.0,676633.0,677967.0,677817.0,676117.0,676417.0,681600.0,683133.0,689500.0,697500.0,712633.0,712967.0,706633.0,699983.0,699649.0,704616.0,704633.0,713267.0,718300.0,734967.0,746520.0,761520.0,769853.0,776633.0,776633.0,781600.0,784615.0,787948.0,790981.0,804000.0,825633.0,852633.0,876300.0,892667.0,891000.0,874667.0,858333.0,850000.0,850000.0,850000.0,858333.0,872750.0,889083.0,907417.0,926000.0,946000.0,959333.0,959667.0,956633.0,949633.0,941300.0,934333.0,924500.0,927167.0,934133.0,954300.0
395148,18,"Tampa, FL",msa,FL,243933.0,247233.0,250599.0,252299.0,252299.0,250600.0,249600.0,247967.0,247300.0,246633.0,246633.0,247000.0,247967.0,252933.0,258233.0,263267.0,264933.0,263300.0,261633.0,259633.0,259600.0,259567.0,259867.0,259867.0,260900.0,262633.0,265667.0,268667.0,270833.0,272833.0,275467.0,278300.0,279900.0,278567.0,276900.0,276633.0,281300.0,289633.0,301600.0,311300.0,320967.0,325967.0,331300.0,334933.0,341600.0,346567.0,350600.0,355633.0,364000.0,379667.0,394667.0,409633.0,416500.0,416500.0,412867.0,406300.0,402583.0,397917.0,394583.0,390967.0,390933.0,394133.0,399800.0,406500.0,411667.0,414967.0,415633.0,415633.0,413666.0,408000.0,403000.0,400000.0,401667.0,406500.0
394530,19,"Denver, CO",msa,CO,463988.0,465655.0,465655.0,463300.0,458300.0,453300.0,450000.0,448333.0,445833.0,445500.0,447167.0,453000.0,459967.0,468267.0,471955.0,472822.0,469522.0,465500.0,461300.0,457098.0,456515.0,458182.0,464700.0,474342.0,479375.0,485392.0,485492.0,490492.0,490158.0,491300.0,487967.0,484967.0,478300.0,474933.0,476600.0,486633.0,500000.0,514967.0,528300.0,542600.0,552300.0,555800.0,558133.0,558467.0,563300.0,561667.0,568333.0,579667.0,599332.0,619298.0,636298.0,646300.0,642967.0,632967.0,621633.0,611667.0,604667.0,598000.0,596333.0,596797.0,608130.0,623097.0,636267.0,639900.0,639217.0,634250.0,629183.0,619900.0,611233.0,599667.0,591333.0,590000.0,593133.0,603075.0
394358,20,"Baltimore, MD",msa,MD,269667.0,282667.0,294667.0,304667.0,308333.0,306666.0,303300.0,299933.0,296067.0,289400.0,281067.0,278100.0,283133.0,294500.0,307967.0,316267.0,319267.0,315967.0,309333.0,303300.0,298967.0,293967.0,288917.0,288217.0,294850.0,303233.0,310641.0,315641.0,320641.0,319933.0,316633.0,310667.0,305633.0,298933.0,293267.0,291633.0,300000.0,311667.0,325000.0,329967.0,331633.0,328300.0,326633.0,319967.0,311633.0,303000.0,297983.0,297983.0,306650.0,324667.0,341300.0,349633.0,349933.0,346600.0,341567.0,334933.0,329967.0,321667.0,311667.0,306667.0,313300.0,328300.0,341600.0,348298.0,349965.0,349998.0,349998.0,349964.0,344964.0,336633.0,326633.0,323300.0,326633.0,339967.0
395121,21,"St. Louis, MO",msa,MO,185967.0,192666.0,199333.0,203333.0,204817.0,203150.0,202983.0,201467.0,201433.0,198933.0,197300.0,197333.0,203333.0,211667.0,220000.0,223300.0,222967.0,220967.0,218150.0,216783.0,215250.0,213433.0,208467.0,210088.0,215421.0,224738.0,228317.0,230950.0,232800.0,232767.0,230800.0,227967.0,224667.0,220000.0,216667.0,213300.0,209933.0,211567.0,214933.0,218300.0,215000.0,211633.0,206633.0,203267.0,196633.0,189933.0,183450.0,185417.0,193783.0,208633.0,220000.0,228300.0,229933.0,228267.0,226633.0,225000.0,221633.0,213300.0,204933.0,199933.0,203267.0,209967.0,218333.0,224967.0,226633.0,224967.0,220000.0,216667.0,213000.0,207667.0,202633.0,202933.0,208267.0,217300.0
394943,22,"Orlando, FL",msa,FL,275450.0,280633.0,285600.0,288933.0,289900.0,289267.0,287633.0,285000.0,283967.0,282300.0,281633.0,280666.0,283666.0,287950.0,293613.0,296947.0,299297.0,299300.0,298188.0,294855.0,294522.0,295300.0,296900.0,295900.0,296233.0,296333.0,296333.0,296333.0,298000.0,299633.0,299966.0,299966.0,299966.0,299933.0,299267.0,298467.0,298467.0,305800.0,316300.0,328000.0,334733.0,341067.0,346067.0,352333.0,355633.0,358617.0,361517.0,368550.0,380233.0,393333.0,407000.0,417333.0,423333.0,424000.0,424000.0,422000.0,419633.0,414633.0,411300.0,410333.0,413633.0,418967.0,424633.0,429667.0,433000.0,436333.0,437167.0,435500.0,432467.0,428300.0,424967.0,423333.0,423333.0,426633.0
394458,23,"Charlotte, NC",msa,NC,297667.0,300833.0,305800.0,308448.0,307948.0,304648.0,304500.0,302467.0,302133.0,297967.0,294667.0,294967.0,296633.0,304967.0,311667.0,318300.0,316633.0,313283.0,308950.0,305583.0,302267.0,299967.0,299333.0,299333.0,302333.0,305667.0,311875.0,317208.0,323708.0,325642.0,323975.0,321058.0,319583.0,316583.0,318195.0,321528.0,330325.0,339097.0,345730.0,349932.0,349966.0,349966.0,351633.0,356600.0,357300.0,355633.0,355313.0,357979.0,366313.0,374000.0,382333.0,387300.0,387967.0,386300.0,382333.0,378083.0,374583.0,368250.0,361500.0,358300.0,361933.0,371600.0,384300.0,394333.0,399333.0,399967.0,399600.0,396267.0,391300.0,384667.0,381167.0,381167.0,387033.0,393833.0
395055,24,"San Antonio, TX",msa,TX,256667.0,260667.0,265633.0,268933.0,269767.0,268100.0,266433.0,263233.0,261433.0,259467.0,258030.0,258197.0,261530.0,267967.0,272933.0,274933.0,273967.0,271975.0,268642.0,265186.0,263844.0,263724.0,264813.0,266346.0,269767.0,274466.0,277966.0,282300.0,285800.0,288800.0,287833.0,284500.0,279833.0,276500.0,275000.0,278333.0,280667.0,285633.0,287749.0,293749.0,300965.0,308850.0,313850.0,313500.0,310167.0,307833.0,309333.0,314300.0,319967.0,329967.0,340000.0,351500.0,356500.0,356467.0,351633.0,344957.0,339990.0,335657.0,332000.0,330333.0,332233.0,337567.0,344233.0,351333.0,353000.0,352667.0,348000.0,344667.0,340000.0,335000.0,331333.0,329333.0,330000.0,333333.0
394998,25,"Portland, OR",msa,OR,438333.0,448000.0,455000.0,459333.0,456300.0,450300.0,445633.0,443967.0,444967.0,446300.0,444633.0,444600.0,444900.0,448267.0,449933.0,449933.0,449600.0,446967.0,443667.0,438667.0,434667.0,434333.0,436000.0,442333.0,445967.0,449600.0,451600.0,456633.0,460000.0,461633.0,461633.0,464958.0,468324.0,471658.0,471666.0,473333.0,474750.0,484417.0,497750.0,512142.0,520808.0,524108.0,524967.0,524967.0,525000.0,521633.0,521617.0,521617.0,529650.0,538000.0,552667.0,564633.0,570967.0,564633.0,556300.0,548300.0,543300.0,538333.0,533333.0,536667.0,541633.0,554933.0,569900.0,585933.0,594300.0,594000.0,587967.0,577967.0,564933.0,553467.0,546800.0,546833.0,548333.0,558333.0
395045,26,"Sacramento, CA",msa,CA,434667.0,443000.0,446667.0,450000.0,449500.0,446133.0,442467.0,437717.0,436083.0,435417.0,437000.0,441667.0,448263.0,456930.0,465496.0,471567.0,476233.0,476333.0,476000.0,471333.0,469000.0,467667.0,467667.0,470000.0,473300.0,478300.0,483267.0,486600.0,492933.0,495967.0,502333.0,502633.0,506300.0,503300.0,511667.0,516667.0,523333.0,531666.0,540000.0,554166.0,560500.0,563500.0,559333.0,556333.0,556667.0,560000.0,568333.0,581629.0,594961.0,607961.0,614665.0,619667.0,611633.0,603300.0,594967.0,588300.0,581633.0,575633.0,574000.0,577317.0,584983.0,598317.0,611633.0,623267.0,628267.0,629633.0,628000.0,618000.0,608000.0,598667.0,598333.0,598667.0,604633.0,614633.0
394982,27,"Pittsburgh, PA",msa,PA,166300.0,169967.0,174933.0,177967.0,177933.0,174633.0,171600.0,169933.0,168249.0,165783.0,164116.0,165217.0,169217.0,174217.0,179800.0,183967.0,185667.0,185333.0,183833.0,182133.0,179133.0,176600.0,174967.0,177967.0,182967.0,187933.0,192933.0,196300.0,199667.0,199967.0,199967.0,199933.0,199433.0,197100.0,195467.0,195417.0,197750.0,204417.0,210000.0,215000.0,213300.0,208300.0,203300.0,199967.0,197783.0,192783.0,187817.0,186633.0,191300.0,201300.0,211300.0,217967.0,219600.0,216300.0,211633.0,204967.0,199967.0,194966.0,191633.0,189946.0,193246.0,201613.0,213266.0,221633.0,224967.0,224967.0,224933.0,223267.0,221633.0,218300.0,217967.0,217933.0,219600.0,224933.0
394466,28,"Cincinnati, OH",msa,OH,199233.0,211233.0,221300.0,226633.0,226633.0,223300.0,221600.0,218233.0,216233.0,212900.0,211233.0,214900.0,222567.0,232267.0,237267.0,239633.0,238300.0,234950.0,229950.0,226608.0,223325.0,221625.0,218300.0,220200.0,225200.0,235200.0,243267.0,248267.0,249900.0,248267.0,244933.0,238300.0,232300.0,225667.0,221483.0,220817.0,224117.0,233300.0,241600.0,248267.0,248083.0,244783.0,242200.0,240683.0,239017.0,233300.0,228333.0,226667.0,233333.0,241667.0,251667.0,256633.0,261600.0,261267.0,261300.0,259667.0,259167.0,255833.0,252467.0,249967.0,258267.0,268300.0,281600.0,289633.0,294633.0,297000.0,297300.0,298633.0,295967.0,291000.0,284633.0,281633.0,283267.0,289933.0
394355,29,"Austin, TX",msa,TX,362567.0,367600.0,370717.0,372084.0,371751.0,367333.0,362663.0,356330.0,353329.0,349666.0,347047.0,347048.0,352381.0,362665.0,368662.0,368078.0,363743.0,359413.0,357997.0,354667.0,354667.0,351667.0,352667.0,356300.0,364633.0,371967.0,378300.0,383400.0,391400.0,396400.0,401298.0,406632.0,408522.0,413423.0,411423.0,417900.0,427999.0,449999.0,467999.0,481333.0,489333.0,496000.0,499333.0,499667.0,501500.0,501497.0,501997.0,510463.0,532133.0,559967.0,582633.0,592300.0,588967.0,573000.0,555000.0,540000.0,530000.0,521654.0,511654.0,509954.0,514967.0,531300.0,542967.0,549633.0,549633.0,546000.0,539300.0,531267.0,526600.0,522550.0,514250.0,509250.0,511667.0,525000.0
394775,30,"Las Vegas, NV",msa,NV,287928.0,291267.0,298300.0,305833.0,310833.0,312500.0,312065.0,312065.0,310365.0,309633.0,306300.0,303000.0,300000.0,302333.0,305667.0,309667.0,310667.0,310667.0,310000.0,309996.0,309996.0,309997.0,311313.0,314313.0,317646.0,319633.0,319967.0,321600.0,323967.0,326967.0,328667.0,329667.0,330000.0,329997.0,329963.0,331597.0,337933.0,349300.0,362667.0,376300.0,387967.0,396300.0,404667.0,413333.0,423300.0,428300.0,433300.0,440000.0,450000.0,461666.0,471667.0,477998.0,476298.0,468965.0,459300.0,450666.0,444333.0,439333.0,434667.0,433333.0,434000.0,439000.0,444000.0,448333.0,450000.0,450000.0,450000.0,449978.0,449944.0,448944.0,447633.0,447333.0,448333.0,450833.0
394735,31,"Kansas City, MO",msa,MO,238467.0,244833.0,247967.0,249300.0,247350.0,244050.0,244050.0,246667.0,250000.0,251967.0,254933.0,263233.0,269933.0,276600.0,277500.0,276592.0,271625.0,265425.0,261333.0,259167.0,259500.0,261167.0,264967.0,271600.0,276600.0,281633.0,285333.0,290333.0,291325.0,287633.0,280966.0,275141.0,271800.0,268467.0,269967.0,271667.0,271667.0,268333.0,265000.0,265000.0,263333.0,258333.0,253333.0,250000.0,248333.0,244967.0,242133.0,245467.0,253833.0,268333.0,279967.0,288300.0,289966.0,285000.0,280000.0,273442.0,271442.0,266408.0,262633.0,261267.0,270633.0,287633.0,299333.0,308817.0,309967.0,309967.0,304450.0,298300.0,294133.0,285717.0,279050.0,279850.0,288300.0,303300.0
394492,32,"Columbus, OH",msa,OH,233267.0,241567.0,249600.0,255283.0,256983.0,253950.0,250933.0,245900.0,242567.0,239250.0,237583.0,240283.0,247533.0,257567.0,262900.0,263000.0,261300.0,256633.0,253266.0,246600.0,243233.0,239900.0,239900.0,243233.0,246600.0,253300.0,259967.0,268183.0,271183.0,268717.0,262088.0,256721.0,252521.0,247267.0,241300.0,239633.0,243300.0,253267.0,259967.0,268300.0,271667.0,273300.0,268267.0,263233.0,256600.0,253267.0,248967.0,252267.0,260633.0,276633.0,289967.0,301350.0,303016.0,303016.0,299933.0,299900.0,298267.0,294933.0,291600.0,293233.0,301600.0,313300.0,323333.0,331633.0,338300.0,341533.0,339867.0,333200.0,328050.0,321417.0,319717.0,318267.0,323750.0,333450.0
